features,funny,happy,sad,scary,tender,trance
"[73.828125, 0.052952516824007034, 0.010302627459168434, 0.8819395899772644, 0.09914135187864304, -109.13148498535156, 66.861572265625, 46.05464172363281, 52.711334228515625, 17.506744384765625, 12.504172325134277, 16.974008560180664, 10.310385704040527, 8.24135684967041, 5.63215446472168, 0.3234604299068451, 6.827491283416748, 2.6766715049743652, 6.992575645446777, -0.3896813988685608, -2.6365389823913574, -9.764958381652832, -2.2273831367492676, 0.16332189738750458, 1.2708412408828735, 62.68465042114258, 23.84976577758789, 18.383163452148438, 18.484649658203125, 9.792806625366211, 14.369935989379883, 10.958911895751953, 10.740678787231445, 9.154500007629395, 7.462313175201416, 6.438141345977783, 9.171249389648438, 7.6953301429748535, 8.208577156066895, 7.3490424156188965, 7.663360595703125, 9.098875045776367, 7.4520721435546875, 9.3303861618042, 9.7110013961792, 0.1357041597366333, 0.21417099237442017, 0.27443766593933105, 0.12778815627098083, 0.13851219415664673, 0.020086325705051422, 0.11427994072437286, 0.3290916979312897, 0.3657976984977722, 0.43199247121810913, 0.24733194708824158, 0.34559595584869385, 2357.6882059561453, 996.842823445128, 2912.407356830227, 511.4377089388045, 20.892026200025057, 18.60473670342366, 21.349049820075617, 21.243427991873308, 19.591861324180964, 19.666723344565675, 46.13364381512634, 4.46556853233914, 4.311348201070842, 4.708023986477537, 5.161992973918005, 3.9122671631839117, 4.131812641390797, 4.282747834541954]",0,0,0,0,1,0
"[83.35433467741936, 0.013299698941409588, 0.00819068867713213, 0.7409871220588684, 0.09373875707387924, -152.45315551757812, 81.38154602050781, 7.313401699066162, 15.968316078186035, 9.751392364501953, 4.641681671142578, -8.081299781799316, 5.508148670196533, -10.29635238647461, 1.5310604572296143, -4.9339799880981445, -5.439961910247803, -16.9505672454834, -7.166505813598633, -7.975759506225586, -2.043050765991211, -10.19469928741455, -2.474040985107422, -7.495438575744629, -5.825664520263672, 84.71076202392578, 38.766990661621094, 21.933704376220703, 23.53505516052246, 16.552291870117188, 13.592324256896973, 15.507542610168457, 10.424118041992188, 11.149308204650879, 12.808172225952148, 12.550941467285156, 9.046473503112793, 7.335294246673584, 8.111764907836914, 7.8593316078186035, 7.410172462463379, 8.046772956848145, 8.199777603149414, 8.706546783447266, 8.374238967895508, 0.09187336266040802, 0.20034419000148773, 0.3522399961948395, 0.1777893602848053, 0.27950963377952576, 0.3009992837905884, 0.4192149043083191, 0.2924456298351288, 0.12985047698020935, 0.27234673500061035, 0.12282837182283401, 0.24207782745361328, 2446.116220664057, 998.9478461524964, 2609.110140196732, 489.6938562015301, 22.37898623891536, 19.345296296367188, 21.59822678577884, 20.235666824538722, 19.67799511002682, 17.709594389711324, 50.232914337989406, 5.820736220684482, 4.774015796977633, 4.907562683822772, 4.709111767465981, 4.115169349152306, 3.496331465624842, 4.206766077331968]",0,0,0,0,1,0
"[135.99917763157896, 0.002905925503000617, 0.0038153158966451883, 0.6101915240287781, 0.03396930545568466, -182.9877471923828, 154.28285217285156, -14.727019309997559, 19.425949096679688, -0.5425795316696167, 11.836918830871582, 9.237554550170898, -3.061051607131958, 6.561970233917236, -0.4764617681503296, 1.6251091957092285, 4.780648231506348, 0.924421489238739, -0.6133876442909241, -1.2722043991088867, 5.250916481018066, -0.8910844922065735, 3.4721710681915283, -5.278693199157715, 2.1520915031433105, 64.09223175048828, 25.058042526245117, 35.43137741088867, 19.01784324645996, 17.826435089111328, 15.083096504211426, 11.9451904296875, 11.46723747253418, 11.750631332397461, 10.953346252441406, 9.033378601074219, 8.479705810546875, 9.55547046661377, 9.377370834350586, 7.837051868438721, 7.961864471435547, 7.580944061279297, 8.46635913848877, 8.433968544006348, 8.6419095993042, 0.30256888270378113, 0.23368000984191895, 0.41104093194007874, 0.3019770383834839, 0.3689331114292145, 0.3801364600658417, 0.2657651901245117, 0.26736053824424744, 0.17983536422252655, 0.20909303426742554, 0.11567530035972595, 0.13722547888755798, 1315.6142436295574, 297.37147761039955, 1702.4089929218196, 420.69929993310154, 17.990857324618595, 15.209092210938033, 18.093896684810975, 17.63360275784487, 19.887802298668273, 19.24892125255424, 47.05693631783588, 4.8487961130907635, 3.9347954558058484, 4.100514141011715, 3.0799250194380914, 3.6855171139535825, 2.955765524358265, 3.6943486639288907]",1,0,0,0,0,0
"[161.4990234375, 0.0008784805540926754, 3.714213744387962e-05, 0.7840278744697571, 0.015061807818710804, -281.5776062011719, 88.7186050415039, -23.211462020874023, -9.797643661499023, 2.0844008922576904, 1.084202527999878, -6.204183101654053, -17.661518096923828, -14.065156936645508, -16.09837532043457, -18.849010467529297, -15.108606338500977, -17.561962127685547, -12.195531845092773, -7.552811622619629, -6.635780334472656, -2.145284652709961, 5.248152256011963, 1.3205277919769287, 5.9354729652404785, 49.92409896850586, 23.69307518005371, 13.859277725219727, 15.203263282775879, 9.913640022277832, 11.918526649475098, 9.391246795654297, 9.662474632263184, 6.594046592712402, 7.967987060546875, 6.935563564300537, 6.245327949523926, 7.440480709075928, 7.139638900756836, 9.248825073242188, 11.058344841003418, 11.832348823547363, 9.865822792053223, 11.667305946350098, 12.918222427368164, 0.16362141072750092, 0.1555246263742447, 0.021892942488193512, 0.2969023287296295, 0.35017871856689453, 0.17703568935394287, 0.39254385232925415, 0.1408604234457016, 0.37808406352996826, 0.08616817742586136, 0.05188045650720596, 0.27966439723968506, 2237.007591831186, 617.3865552007517, 2464.5344715919705, 433.8331044800452, 17.280633413894467, 20.004189074677704, 23.801920082240326, 23.81384836642861, 24.80417198038099, 21.589377102728005, 46.188038896585155, 4.422726681758467, 4.434867942516438, 4.697859125435316, 3.666823527306024, 3.563476484430869, 3.4360754675059177, 4.501678310509081]",0,0,0,0,1,0
"[129.19921875, 0.06239881366491318, 0.03335477411746979, 0.6481683254241943, 0.056020330637693405, 34.63337707519531, 52.62419509887695, -2.9265663623809814, 47.878021240234375, 11.216429710388184, 17.193470001220703, 8.152302742004395, 7.9292426109313965, 1.9999444484710693, 3.287334442138672, -5.38398551940918, 0.4355635941028595, -4.525623798370361, 6.3553690910339355, -3.817136764526367, -2.5647287368774414, -9.153604507446289, -8.740806579589844, -5.036311149597168, -1.96260404586792, 45.4195442199707, 16.297691345214844, 22.06256866455078, 13.766841888427734, 12.628515243530273, 13.636547088623047, 9.496871948242188, 8.132657051086426, 9.590502738952637, 7.580114841461182, 8.439542770385742, 8.868608474731445, 8.497563362121582, 9.694114685058594, 8.256501197814941, 7.819377899169922, 7.745884418487549, 7.164105415344238, 7.572102069854736, 7.984773635864258, 0.3817821741104126, 0.4310876131057739, 0.2529546320438385, 0.2256290465593338, 0.23904331028461456, 0.25168052315711975, 0.28866156935691833, 0.24060964584350586, 0.2297990918159485, 0.2164323627948761, 0.24255973100662231, 0.31748563051223755, 2925.5770672347394, 430.12818405033073, 2633.993449921654, 230.4317716230115, 19.48790233522955, 14.875037813048039, 16.122168114162427, 19.72972730316594, 19.796762538514542, 20.10775031814962, 47.9129403276605, 5.4706186142499025, 3.784297406542951, 3.7381525862624754, 4.606636567993841, 4.109081827761743, 3.7707334579717524, 3.4274493845382215]",1,0,0,0,0,0
"[151.99908088235293, 0.11821844428777695, 0.02770201861858368, 0.7014784216880798, 0.05445151776075363, 19.00649070739746, 77.6365737915039, 28.255773544311523, 39.35865783691406, 1.1385507583618164, 23.875476837158203, -7.566163063049316, 21.014734268188477, -10.074028968811035, 12.132957458496094, -0.5708795785903931, 5.1417107582092285, -4.283571720123291, 6.399834632873535, -5.364548683166504, 8.655253410339355, -3.421471118927002, 7.089646339416504, -4.899031162261963, 6.658482074737549, 42.28889846801758, 21.342241287231445, 22.263151168823242, 11.477599143981934, 11.170902252197266, 9.28011417388916, 9.603812217712402, 9.53255558013916, 8.018345832824707, 8.434863090515137, 7.230170726776123, 7.620373725891113, 7.470789909362793, 6.747120380401611, 7.650649547576904, 7.8283281326293945, 6.5357537269592285, 6.950567245483398, 6.409618854522705, 6.165096282958984, 0.27761906385421753, 0.2552260756492615, 0.23287254571914673, 0.26914331316947937, 0.3862622380256653, 0.36688169836997986, 0.20002898573875427, 0.17871329188346863, 0.20384755730628967, 0.20034374296665192, 0.21911489963531494, 0.27367445826530457, 2720.7001670235773, 611.3215172262702, 2858.6721936773756, 336.5134983909947, 17.025854481501884, 13.330517555199616, 15.9441927309027, 15.305020784349319, 15.457232106647119, 16.254322766232224, 59.803884691909815, 4.494241722284597, 3.4599865782532078, 3.6532966949816617, 2.9621832956586265, 2.2216588780944924, 2.091460877023747, 5.001675232190034]",1,0,0,0,0,0
"[151.99908088235293, 0.028217876330018044, 0.001030889106914401, 0.8065973520278931, 0.045410651713609695, -169.5416259765625, 150.9669647216797, -0.8059780597686768, 12.410414695739746, -3.3306822776794434, -0.10273927450180054, -11.385473251342773, -17.38547134399414, -17.77281379699707, -0.7352701425552368, -15.424558639526367, -4.775299549102783, -4.64511775970459, -1.1677227020263672, -1.9283909797668457, -4.500275611877441, -7.403998851776123, -3.0686001777648926, -4.747856616973877, 1.895746111869812, 40.187015533447266, 17.78028106689453, 12.694196701049805, 9.437228202819824, 9.008275032043457, 6.781802654266357, 7.873557090759277, 8.182805061340332, 11.349949836730957, 7.818070888519287, 7.361749649047852, 12.536802291870117, 7.57489538192749, 8.677456855773926, 9.525694847106934, 9.05683708190918, 8.63863468170166, 11.028374671936035, 10.271781921386719, 7.775881767272949, 0.25726303458213806, 0.0889580100774765, 0.4914500117301941, 0.023009242489933968, 0.23389488458633423, 0.021754927933216095, 0.16297699511051178, 0.32222044467926025, 0.014741864055395126, 0.2668554484844208, 0.03587590530514717, 0.3114474415779114, 1148.6466630795549, 251.76522189039167, 1631.7415955102397, 245.88798035205681, 19.08860038834073, 20.196105259424524, 25.08251708017062, 22.41758587955838, 23.754303114093233, 20.95190636209973, 52.562721762558674, 5.143314955658777, 4.905550760963848, 4.789417493820833, 2.931793423545156, 3.0589712800288167, 2.2060632413626795, 5.908302127664107]",0,1,0,0,0,0
"[123.046875, 0.024565108120441437, 0.004674520809203386, 0.8358582258224487, 0.0795220136642456, -122.15782928466797, 109.64884948730469, 11.908437728881836, 12.484611511230469, 13.303168296813965, 7.386220932006836, 7.878647327423096, 5.463666915893555, -1.9830191135406494, 10.898670196533203, 2.964214563369751, -4.857718467712402, -5.4508209228515625, -0.05666901171207428, -5.1856231689453125, -4.7706708908081055, -2.49686598777771, 1.4956737756729126, 1.0876541137695312, 9.152610778808594, 53.45325469970703, 32.407169342041016, 24.45234489440918, 12.9345064163208, 13.786934852600098, 12.693246841430664, 13.091442108154297, 8.53481388092041, 11.093749046325684, 9.84200668334961, 8.586552619934082, 8.194316864013672, 7.958756446838379, 9.079689979553223, 7.093058109283447, 8.12575626373291, 7.990388870239258, 11.285067558288574, 12.981544494628906, 12.54578685760498, 0.06225347891449928, 0.16870954632759094, 0.34855395555496216, 0.19817039370536804, 0.40315932035446167, 0.1718473583459854, 0.2764642536640167, 0.22355462610721588, 0.22736021876335144, 0.24961018562316895, 0.07984963059425354, 0.09961966425180435, 1963.772076056095, 929.4688515787277, 2420.020128591369, 620.4340019046443, 17.90800409790699, 17.465435648959176, 21.524517856574985, 20.580307889878917, 18.604878745400026, 18.26415584246513, 46.481891097827024, 4.560423254177462, 3.854266047280522, 4.69328677283243, 4.253454472539423, 3.9513951880651823, 2.8392562552722467, 3.777775001940222]",0,1,0,0,0,0
"[112.34714673913044, 0.0015908252680674195, 0.00020419630163814873, 0.817753255367279, 0.0270131453871727, -325.4164123535156, 133.93890380859375, 6.191812992095947, 11.739599227905273, 7.397602081298828, -14.27512264251709, 7.47121000289917, -4.69647216796875, -5.1109113693237305, -4.395091533660889, -13.517897605895996, -2.5569651126861572, -11.8987398147583, -8.081864356994629, -7.419771194458008, -10.556997299194336, -9.1339111328125, 3.3225080966949463, 4.756105899810791, 12.153029441833496, 77.24433135986328, 43.560489654541016, 17.30088233947754, 20.4278621673584, 16.63128662109375, 20.423213958740234, 15.475621223449707, 13.913187026977539, 10.940505027770996, 11.164566040039062, 10.16240406036377, 9.13221549987793, 9.019063949584961, 8.056864738464355, 8.96269416809082, 8.571407318115234, 11.021247863769531, 12.48281192779541, 11.743855476379395, 11.344204902648926, 0.07357510179281235, 0.09617389738559723, 0.4783664345741272, 0.12639939785003662, 0.4513505697250366, 0.15284916758537292, 0.25280192494392395, 0.2013358175754547, 0.025610679760575294, 0.23280639946460724, 0.04727295786142349, 0.22534513473510742, 1536.9616089493418, 938.2830318267943, 1838.6587060088655, 719.1117025572659, 20.318342725910448, 20.4037218430168, 22.270810030548233, 23.905340262392244, 23.30760583741422, 25.378066749675966, 47.615155019237, 4.681974459781788, 4.533122099125432, 4.360099511938586, 4.030077163894118, 4.46697873972447, 6.8885476708228515, 4.694466723509473]",0,0,1,0,0,0
"[215.33203125, 0.013207880780100822, 0.009730267338454723, 0.5292313098907471, 0.1032639592885971, -84.44811248779297, 78.83036041259766, -64.1558837890625, 18.84528350830078, -0.7543150186538696, 5.084994316101074, -3.1418213844299316, 6.727753639221191, -6.532779693603516, -1.017008900642395, 0.7324239611625671, 4.729299545288086, -0.010353478603065014, 8.137283325195312, 3.298267126083374, 3.706848382949829, 0.57744961977005, 1.6744111776351929, -2.588984966278076, 1.9602410793304443, 135.97865295410156, 42.98204803466797, 40.2208251953125, 20.89588737487793, 10.766901016235352, 12.488699913024902, 11.20048999786377, 9.804774284362793, 8.120367050170898, 8.297069549560547, 5.981143474578857, 5.576901912689209, 6.427761554718018, 7.146528720855713, 8.192586898803711, 8.556382179260254, 6.17790412902832, 4.957586288452148, 5.256993770599365, 5.913471698760986, 0.2876987159252167, 0.34756049513816833, 0.33209171891212463, 0.27351099252700806, 0.25144487619400024, 0.26489925384521484, 0.3040603995323181, 0.2232712209224701, 0.26591604948043823, 0.2843237817287445, 0.24300548434257507, 0.20791517198085785, 2477.854438226381, 793.5146072002713, 1922.1285145318097, 587.9342707260042, 18.33541508157603, 12.246985236186909, 15.823899528236172, 16.34806458553352, 16.731493834196932, 19.315989774250582, 50.958302161165086, 6.121298183972794, 3.536814929738316, 4.052581903239387, 2.6823669456848562, 2.4416173053666053, 3.565384276744823, 4.631163556907793]",0,0,0,1,0,0
"[151.99908088235293, 0.029794564470648766, 0.0011099635157734156, 0.7699756622314453, 0.04298604279756546, -121.32929992675781, 160.70606994628906, -45.0521354675293, 52.643890380859375, -4.797532081604004, 10.844200134277344, -7.005331993103027, 4.640104293823242, -7.082421779632568, -1.0107426643371582, -7.59055233001709, -5.348203659057617, -1.3042776584625244, -6.0474653244018555, -6.11343240737915, -6.387503623962402, -1.322110891342163, 4.507221221923828, 6.653604984283447, 1.670297622680664, 33.40995407104492, 19.856521606445312, 10.284087181091309, 8.502120971679688, 8.739114761352539, 5.943150043487549, 9.208990097045898, 8.97907543182373, 8.458136558532715, 6.53832483291626, 6.200224876403809, 5.3155517578125, 6.417084693908691, 7.345781326293945, 7.639278888702393, 5.519596099853516, 5.5349016189575195, 6.941287994384766, 7.526475429534912, 6.501320838928223, 0.18349085748195648, 0.056087590754032135, 0.05757278949022293, 0.04037909582257271, 0.5419148802757263, 0.030620478093624115, 0.19370940327644348, 0.36292898654937744, 0.07086207717657089, 0.2172984927892685, 0.04167534038424492, 0.4449503421783447, 1234.114015980866, 206.84244384966533, 1348.8573700777677, 151.5471753579086, 19.805839305724394, 19.838510399509136, 23.700585504833033, 22.480438904199033, 22.15575330476503, 23.50860383342318, 57.51161994053773, 4.196137333795002, 3.9490354094524744, 3.7281905101964563, 2.960107269461684, 2.445427701637977, 2.115487108129862, 4.938643286155729]",0,0,1,0,0,0
"[89.10290948275862, 0.013355297967791557, 0.0005388964782468975, 0.8554362654685974, 0.044951025396585464, -215.33641052246094, 117.58968353271484, 17.323196411132812, 24.734914779663086, 4.666563034057617, -8.600244522094727, -1.3486618995666504, -17.466575622558594, -11.113353729248047, -0.5538818836212158, -15.988263130187988, 2.48252272605896, -19.07747459411621, 4.7176713943481445, -5.057728290557861, -7.665577411651611, -5.547074317932129, 3.1724956035614014, 3.6241443157196045, 8.228958129882812, 61.90171813964844, 39.94892501831055, 18.708646774291992, 14.756793975830078, 10.519574165344238, 12.38459300994873, 8.136527061462402, 10.896538734436035, 11.135613441467285, 12.287257194519043, 14.372671127319336, 8.801884651184082, 11.848615646362305, 10.461165428161621, 7.473154544830322, 10.136260032653809, 8.203182220458984, 9.040746688842773, 8.366792678833008, 10.134982109069824, 0.10414004325866699, 0.4438812732696533, 0.10654671490192413, 0.279876172542572, 0.024147208780050278, 0.0964098572731018, 0.564360499382019, 0.059938982129096985, 0.08989360183477402, 0.04516591876745224, 0.20105931162834167, 0.3368798494338989, 1727.8680296600382, 921.7572118647781, 2208.263389685767, 620.9251667665343, 16.38375630543635, 21.722981246120963, 23.53886514027674, 21.31572887928256, 22.08866528819067, 25.235832460829933, 48.52362819629333, 5.0476538940273485, 4.421361664385838, 4.20037351876301, 3.6364487897808946, 3.412606431111198, 5.671008730210023, 4.213265995048837]",0,0,1,0,0,0
"[107.666015625, 0.0020728122908622026, 0.0014641070738434792, 0.753537118434906, 0.023061590269207954, -216.8740234375, 117.643310546875, 6.909902095794678, 21.231735229492188, 11.416851043701172, 5.7544474601745605, 0.6605335474014282, -2.809816360473633, 3.9490182399749756, 7.742944240570068, 4.580405235290527, 5.562374591827393, -2.7439024448394775, 1.1469606161117554, -1.8465383052825928, 0.4838934540748596, -5.511454105377197, 0.38707977533340454, 0.6867761015892029, 1.7578742504119873, 68.44882202148438, 45.95716094970703, 26.361299514770508, 17.361614227294922, 17.067569732666016, 13.669979095458984, 9.638887405395508, 12.395289421081543, 10.510275840759277, 10.276190757751465, 9.384583473205566, 7.715461730957031, 7.457234859466553, 7.229458808898926, 8.224194526672363, 7.580236434936523, 8.384943962097168, 6.798740386962891, 7.618281364440918, 7.135178565979004, 0.1656971424818039, 0.326413094997406, 0.3552595376968384, 0.1652005910873413, 0.31957313418388367, 0.2629235088825226, 0.25983452796936035, 0.2107984721660614, 0.22480709850788116, 0.29916489124298096, 0.15406017005443573, 0.23103897273540497, 1879.4213704195345, 1208.3568991986049, 2204.4962545332146, 502.5687913575405, 21.640258443943136, 15.96438588764021, 19.888799175798603, 17.735134513919274, 18.654249356219136, 19.133648021928355, 46.442935368283536, 4.918569348337448, 4.574507519763611, 4.871073820969055, 3.777108085327035, 3.5953748451683243, 3.2648315583616316, 3.691980373882912]",0,0,0,0,1,0
"[95.703125, 0.054348379373550415, 0.010430432856082916, 0.8284849524497986, 0.12795981764793396, -54.77834701538086, 83.32479095458984, 21.848676681518555, 25.559040069580078, 3.1235275268554688, 17.479957580566406, 1.3842917680740356, 7.7655558586120605, 2.8370702266693115, 6.4382805824279785, 0.4147430956363678, 7.470729351043701, -0.16758993268013, 7.041234493255615, -2.160963535308838, 2.638723134994507, 0.6224055290222168, 3.0893394947052, -0.05109909921884537, 2.9283556938171387, 46.43873596191406, 19.862627029418945, 16.575387954711914, 14.336566925048828, 11.021897315979004, 10.842355728149414, 8.166875839233398, 10.20023250579834, 9.171154975891113, 9.629060745239258, 7.6890153884887695, 8.0922269821167, 7.507400035858154, 8.086572647094727, 6.477213382720947, 7.105638027191162, 5.741477966308594, 6.249444484710693, 6.196801662445068, 6.272511005401611, 0.16183213889598846, 0.1952192187309265, 0.26057037711143494, 0.29901355504989624, 0.35867932438850403, 0.4146573543548584, 0.31634658575057983, 0.24990837275981903, 0.19937479496002197, 0.17633584141731262, 0.19565187394618988, 0.19557616114616394, 2552.7769435711666, 772.2012206421159, 2857.3706980134207, 330.9660692120394, 19.87768663469278, 13.693033059900662, 15.715263343964624, 15.816951730966139, 16.11694391553105, 16.110683537930196, 49.027619593235706, 5.006366131958166, 4.161076885943273, 3.9521944582943207, 2.9292838266248307, 2.259833718869908, 2.4351550998831537, 5.730505175484265]",0,0,0,0,0,1
"[161.4990234375, 0.002333500422537327, 0.003473943332210183, 0.672714114189148, 0.04215202480554581, -213.7969512939453, 144.05624389648438, -10.263748168945312, 30.285961151123047, 7.696760177612305, 6.852563858032227, -7.584115982055664, -11.939923286437988, -4.967940807342529, -4.896582126617432, 0.326890230178833, -1.1078386306762695, -0.6137646436691284, -0.6344447135925293, -6.59844446182251, 3.961806535720825, -6.817605018615723, -7.9302144050598145, -2.126704454421997, -4.420227527618408, 55.6643180847168, 35.260066986083984, 23.51567840576172, 20.368810653686523, 21.181467056274414, 15.117420196533203, 14.995462417602539, 14.238214492797852, 11.350284576416016, 10.88789176940918, 10.311322212219238, 8.726855278015137, 8.674827575683594, 10.506011009216309, 8.334603309631348, 8.007965087890625, 7.739343643188477, 7.9141411781311035, 7.182048320770264, 6.590645790100098, 0.194332554936409, 0.22421906888484955, 0.18716520071029663, 0.22461041808128357, 0.29089590907096863, 0.21796350181102753, 0.32328054308891296, 0.31661248207092285, 0.3485768139362335, 0.32013556361198425, 0.2428920418024063, 0.2949564456939697, 1417.1127484629103, 622.1650940212812, 1739.3735712518353, 447.0016909182435, 22.039077683913288, 16.303819912167096, 19.27305184486836, 17.9033211762985, 19.698177872155547, 19.645820426769316, 44.906826900919725, 5.271895505639882, 5.319478235895878, 4.377064962066265, 3.8908693674478108, 3.312975071657283, 3.796698438127643, 3.6052898596022613]",0,1,0,0,0,0
"[184.5703125, 0.015871819108724594, 0.0004747028579004109, 0.8862496614456177, 0.05496948957443237, -175.4636688232422, 118.45631408691406, 2.3189783096313477, 38.36549377441406, 10.551115036010742, 15.527261734008789, -10.377532958984375, 1.118584156036377, -1.6597071886062622, 1.2857221364974976, -1.1298539638519287, 15.859285354614258, -7.200816631317139, 1.6894443035125732, -5.706798076629639, 3.4741456508636475, -0.06411789357662201, 3.123960256576538, -4.43928337097168, -4.294684410095215, 31.652944564819336, 16.70639419555664, 14.084250450134277, 9.622105598449707, 7.5140204429626465, 8.56463623046875, 7.109342575073242, 6.583552837371826, 6.298037052154541, 7.216915130615234, 7.316163539886475, 6.396664619445801, 5.9274115562438965, 9.138381004333496, 6.7554216384887695, 7.51547384262085, 7.35825252532959, 7.27721643447876, 7.148190021514893, 6.188260078430176, 0.24090532958507538, 0.273967444896698, 0.43468359112739563, 0.1931193470954895, 0.08762490004301071, 0.057719405740499496, 0.1912473440170288, 0.40922558307647705, 0.14980700612068176, 0.21927620470523834, 0.12986619770526886, 0.08337267488241196, 1467.2555742780403, 359.06133319906974, 2032.6973677862459, 323.99813635495155, 23.04449327675131, 16.813925976333632, 20.737658623600826, 19.259830103567747, 21.667531056415154, 22.168854318101904, 54.9424418619914, 4.833814995179991, 4.036584546604192, 3.5417597666063907, 2.9875505075685913, 2.9447030699389387, 3.3165373496668833, 4.902947364634101]",0,0,0,0,1,0
"[80.74951171875, 0.011853485368192196, 0.005638128612190485, 0.8072450160980225, 0.060471974313259125, -117.91486358642578, 90.2646255493164, 28.207172393798828, 26.96076774597168, 8.045611381530762, 1.4935928583145142, -2.788243293762207, 5.221667289733887, -6.127315521240234, -3.395050287246704, -6.290029048919678, -1.2132465839385986, -6.819180965423584, -0.18439720571041107, -6.818125247955322, -0.5483524203300476, -4.036165237426758, -0.8080018162727356, -3.141319990158081, -1.6450133323669434, 52.15050506591797, 29.412952423095703, 14.625906944274902, 15.430680274963379, 11.619668006896973, 12.155790328979492, 8.762694358825684, 8.786333084106445, 10.120108604431152, 8.552289009094238, 9.90556526184082, 9.356481552124023, 7.580842971801758, 6.141178131103516, 6.812538146972656, 7.100856304168701, 7.590506553649902, 8.784863471984863, 8.227452278137207, 7.2209086418151855, 0.20141831040382385, 0.3583351969718933, 0.1896253228187561, 0.358499675989151, 0.24861305952072144, 0.14831414818763733, 0.3600386679172516, 0.19476507604122162, 0.27994170784950256, 0.1500963568687439, 0.19283543527126312, 0.3244432210922241, 2336.3305282448264, 937.1929489832728, 2755.8425229615846, 438.0586535698759, 19.82383103198094, 15.656550519779609, 19.381720571232766, 19.816080637095347, 18.95744659985803, 17.48648249089854, 47.49347432373193, 4.503404129199071, 3.8101351452141423, 4.172798110319951, 3.9060736224023254, 3.4402266413951184, 2.704965718067268, 3.706448846843688]",0,1,0,0,0,0
"[123.046875, 0.02083102986216545, 0.00743118254467845, 0.6915919184684753, 0.05203771963715553, -29.66048240661621, 90.27005767822266, -0.7017502784729004, 23.321535110473633, 1.568630337715149, 5.336543083190918, 2.764645576477051, 5.767195224761963, -2.488497257232666, 6.367076873779297, 1.2024786472320557, 5.668041229248047, -2.948460578918457, 0.010951836593449116, -3.8189430236816406, -1.3375930786132812, -3.1365466117858887, -0.3315291702747345, -2.1523728370666504, 1.3151661157608032, 31.579666137695312, 17.821735382080078, 14.776446342468262, 10.00583553314209, 9.27913761138916, 6.976850509643555, 7.118893146514893, 6.574625492095947, 6.466404438018799, 7.254456520080566, 7.187283039093018, 7.2106194496154785, 7.144976615905762, 6.680600643157959, 4.836583614349365, 4.825809955596924, 5.00596809387207, 4.6806960105896, 5.108316898345947, 5.073376655578613, 0.2357712835073471, 0.25205013155937195, 0.2446546107530594, 0.20727287232875824, 0.37839213013648987, 0.3152434825897217, 0.24090847373008728, 0.3135804533958435, 0.3245936930179596, 0.36814337968826294, 0.10365027189254761, 0.14563103020191193, 2473.969939266847, 604.9986463386235, 2661.559559642968, 425.8542103413951, 20.504280276488103, 14.297918394149848, 17.136842154980762, 17.339675358520413, 16.653298335450803, 16.98958829494461, 48.47139173066727, 4.554456707831286, 3.501333797410611, 4.141114095455731, 3.3700108388096544, 2.7172643751895333, 2.3945286504704266, 3.1952610664235004]",0,0,0,0,0,1
"[117.45383522727273, 0.0016634936910122633, 0.0012757586082443595, 0.5232149362564087, 0.02223520167171955, -176.53646850585938, 97.83038330078125, 4.568094730377197, 11.215410232543945, -24.18520736694336, 8.00031852722168, -10.492765426635742, -9.413473129272461, -10.024292945861816, -6.774907112121582, -6.692408561706543, -1.361185908317566, -11.722233772277832, -10.935282707214355, -9.234306335449219, -0.46227866411209106, -17.389450073242188, -6.0303850173950195, -12.7667875289917, -2.63610577583313, 44.61670684814453, 23.255834579467773, 28.452383041381836, 12.526525497436523, 11.222280502319336, 15.147405624389648, 10.051146507263184, 12.020981788635254, 9.875639915466309, 9.61918830871582, 9.312650680541992, 8.218955039978027, 7.815584182739258, 8.117015838623047, 7.588300704956055, 6.442641735076904, 6.526534557342529, 6.887442588806152, 8.014495849609375, 7.726814270019531, 0.36527544260025024, 0.2887400984764099, 0.3628486692905426, 0.3841018080711365, 0.2840083837509155, 0.319536417722702, 0.2005029022693634, 0.22409282624721527, 0.15243344008922577, 0.2112719714641571, 0.23440679907798767, 0.23627497255802155, 2279.205841215948, 810.0114719924359, 2425.0288924709207, 384.8787385976027, 20.82664425805007, 15.830033869301568, 17.023778387393232, 18.49384277988313, 19.56841141628942, 17.90474668804325, 48.80179931814488, 5.275292436766191, 3.775864896073161, 4.273515069795361, 3.8905782588916207, 3.836449369673423, 2.769645419056321, 3.2564605908594104]",1,0,0,0,0,0
